case_id,exception_class_derived,outcome_label,exposure_eur,abs_variance_pct,vendor,A_prediction,A_confident,A_correct,B_exception_type,B_prediction,B_confidence,B_correct,C_decision,C_acted,C_correct_when_acted,near_miss,policy_version,routed_to,counterfactual_check,n_tool_calls,tools_used,agent_reasoning,final_bucket
4507004011_00100,NO_EXCEPTION,CLEARED_WITHOUT_BLOCK,65.0,0.0,vendorID_0118,CLEARED_WITHOUT_BLOCK,True,True,PRICE_VARIANCE_WITHIN_TOLERANCE,CLEARED_WITHOUT_BLOCK,0.95,True,AUTO_RESOLVE,True,True,False,v1.0,,"Auto-resolved: class permitted, value within cap, evidence complete, not near a boundary.",3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",rules_sufficient
4507004377_00150,NO_EXCEPTION,CLEARED_WITHOUT_BLOCK,525.0,0.0,vendorID_0120,CLEARED_WITHOUT_BLOCK,True,True,PRICE_VARIANCE_WITHIN_TOLERANCE,CLEARED_WITHOUT_BLOCK,0.95,True,AUTO_RESOLVE,True,True,False,v1.0,,"Auto-resolved: class permitted, value within cap, evidence complete, not near a boundary.",3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",rules_sufficient
4507004640_00170,NO_EXCEPTION,CLEARED_WITHOUT_BLOCK,73.0,0.0,vendorID_0372,CLEARED_WITHOUT_BLOCK,True,True,PRICE_VARIANCE_WITHIN_TOLERANCE,CLEARED_WITHOUT_BLOCK,0.95,True,AUTO_RESOLVE,True,True,False,v1.0,,"Auto-resolved: class permitted, value within cap, evidence complete, not near a boundary.",3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",rules_sufficient
4507005059_00010,NO_EXCEPTION,CLEARED_WITHOUT_BLOCK,2016.0,0.0,vendorID_0104,CLEARED_WITHOUT_BLOCK,True,True,PRICE_VARIANCE_WITHIN_TOLERANCE,CLEARED_WITHOUT_BLOCK,0.95,True,AUTO_RESOLVE,True,True,False,v1.0,,"Auto-resolved: class permitted, value within cap, evidence complete, not near a boundary.",3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",rules_sufficient
4507005414_00010,NO_EXCEPTION,CLEARED_WITHOUT_BLOCK,52813.0,0.0,vendorID_0939,CLEARED_WITHOUT_BLOCK,True,True,PRICE_VARIANCE_WITHIN_TOLERANCE,CLEARED_WITHOUT_BLOCK,0.95,True,ESCALATE,False,False,False,v1.0,Finance,Not auto-resolved: value circuit breaker.,3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",rules_sufficient
4507005709_00180,NO_EXCEPTION,CLEARED_WITHOUT_BLOCK,249.0,0.0,vendorID_0120,CLEARED_WITHOUT_BLOCK,True,True,PRICE_VARIANCE_WITHIN_TOLERANCE,CLEARED_WITHOUT_BLOCK,0.95,True,AUTO_RESOLVE,True,True,False,v1.0,,"Auto-resolved: class permitted, value within cap, evidence complete, not near a boundary.",3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",rules_sufficient
4507006933_00080,NO_EXCEPTION,CLEARED_WITHOUT_BLOCK,13039.0,0.0,vendorID_0147,CLEARED_WITHOUT_BLOCK,True,True,PRICE_VARIANCE_WITHIN_TOLERANCE,CLEARED_WITHOUT_BLOCK,0.95,True,HUMAN_APPROVAL,False,False,False,v1.0,,Downgraded from AUTO_RESOLVE: value band.,3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",rules_sufficient
4507007634_00020,NO_EXCEPTION,CLEARED_WITHOUT_BLOCK,437.0,0.0,vendorID_0274,CLEARED_WITHOUT_BLOCK,True,True,PRICE_VARIANCE_WITHIN_TOLERANCE,CLEARED_WITHOUT_BLOCK,0.95,True,AUTO_RESOLVE,True,True,False,v1.0,,"Auto-resolved: class permitted, value within cap, evidence complete, not near a boundary.",3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",rules_sufficient
4507007845_00090,NO_EXCEPTION,CLEARED_WITHOUT_BLOCK,975.0,0.0,vendorID_0522,CLEARED_WITHOUT_BLOCK,True,True,PRICE_VARIANCE_WITHIN_TOLERANCE,CLEARED_WITHOUT_BLOCK,0.95,True,AUTO_RESOLVE,True,True,False,v1.0,,"Auto-resolved: class permitted, value within cap, evidence complete, not near a boundary.",3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",rules_sufficient
4507007930_00070,NO_EXCEPTION,CLEARED_WITHOUT_BLOCK,50.0,0.0,vendorID_0150,CLEARED_WITHOUT_BLOCK,True,True,PRICE_VARIANCE_WITHIN_TOLERANCE,CLEARED_WITHOUT_BLOCK,0.95,True,AUTO_RESOLVE,True,True,False,v1.0,,"Auto-resolved: class permitted, value within cap, evidence complete, not near a boundary.",3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",rules_sufficient
4507008300_00010,DUPLICATE_INVOICE_PATTERN,INVOICE_CANCELLED,2678.0,0.0,vendorID_0391,,False,False,DUPLICATE_INVOICE_PATTERN,INVOICE_CANCELLED,0.62,True,ESCALATE,False,False,False,v1.0,AP Manager,Not auto-resolved: class tier is ESCALATE.,4,get_invoice|lookup_po|lookup_policy|check_duplicate_payment,"MOCK MODE — deterministic stand-in, not a model output.",ai_added_value
4507008331_00050,NO_EXCEPTION,CLEARED_WITHOUT_BLOCK,630.0,0.0,vendorID_0378,CLEARED_WITHOUT_BLOCK,True,True,PRICE_VARIANCE_WITHIN_TOLERANCE,CLEARED_WITHOUT_BLOCK,0.95,True,AUTO_RESOLVE,True,True,False,v1.0,,"Auto-resolved: class permitted, value within cap, evidence complete, not near a boundary.",3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",rules_sufficient
4507008644_00020,NO_EXCEPTION,CLEARED_WITHOUT_BLOCK,138.0,0.0,vendorID_0182,CLEARED_WITHOUT_BLOCK,True,True,PRICE_VARIANCE_WITHIN_TOLERANCE,CLEARED_WITHOUT_BLOCK,0.95,True,AUTO_RESOLVE,True,True,False,v1.0,,"Auto-resolved: class permitted, value within cap, evidence complete, not near a boundary.",3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",rules_sufficient
4507008647_00050,SEQUENCE_VIOLATION_INVOICE_BEFORE_GR,CLEARED_WITHOUT_BLOCK,2883.0,0.0,vendorID_0104,,False,False,SEQUENCE_VIOLATION_INVOICE_BEFORE_GR,RESOLVED_WITHOUT_OBSERVED_PO_CORRECTION,0.66,False,HUMAN_APPROVAL,False,False,False,v1.0,AP Team Lead,Not auto-resolved: class tier is HUMAN_APPROVAL.,4,get_invoice|lookup_po|lookup_policy|lookup_goods_receipt,"MOCK MODE — deterministic stand-in, not a model output.",human_necessary
4507009040_00120,NO_EXCEPTION,CLEARED_WITHOUT_BLOCK,568.0,0.0,vendorID_0125,CLEARED_WITHOUT_BLOCK,True,True,PRICE_VARIANCE_WITHIN_TOLERANCE,CLEARED_WITHOUT_BLOCK,0.95,True,AUTO_RESOLVE,True,True,False,v1.0,,"Auto-resolved: class permitted, value within cap, evidence complete, not near a boundary.",3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",rules_sufficient
4507009128_00150,SEQUENCE_VIOLATION_INVOICE_BEFORE_GR,CLEARED_WITHOUT_BLOCK,294.0,0.0,vendorID_0136,,False,False,SEQUENCE_VIOLATION_INVOICE_BEFORE_GR,RESOLVED_WITHOUT_OBSERVED_PO_CORRECTION,0.66,False,HUMAN_APPROVAL,False,False,False,v1.0,AP Team Lead,Not auto-resolved: class tier is HUMAN_APPROVAL.,4,get_invoice|lookup_po|lookup_policy|lookup_goods_receipt,"MOCK MODE — deterministic stand-in, not a model output.",human_necessary
4507009158_00180,MISSING_GOODS_RECEIPT,UNRESOLVED_IN_LOG,1667.0,,vendorID_0555,,False,False,MISSING_GOODS_RECEIPT,UNRESOLVED_IN_LOG,0.4,True,ESCALATE,False,False,False,v1.0,Procurement,Not auto-resolved: the agent could not assemble a complete evidence set.,3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",ai_added_value
4507009178_00040,NO_EXCEPTION,CLEARED_WITHOUT_BLOCK,1234.0,0.0,vendorID_0136,CLEARED_WITHOUT_BLOCK,True,True,PRICE_VARIANCE_WITHIN_TOLERANCE,CLEARED_WITHOUT_BLOCK,0.95,True,AUTO_RESOLVE,True,True,False,v1.0,,"Auto-resolved: class permitted, value within cap, evidence complete, not near a boundary.",3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",rules_sufficient
4507010211_00030,NO_EXCEPTION,CLEARED_WITHOUT_BLOCK,344.0,0.0,vendorID_0120,CLEARED_WITHOUT_BLOCK,True,True,PRICE_VARIANCE_WITHIN_TOLERANCE,CLEARED_WITHOUT_BLOCK,0.95,True,AUTO_RESOLVE,True,True,False,v1.0,,"Auto-resolved: class permitted, value within cap, evidence complete, not near a boundary.",3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",rules_sufficient
4507010283_00090,NO_EXCEPTION,CLEARED_WITHOUT_BLOCK,92.0,0.0,vendorID_0236,CLEARED_WITHOUT_BLOCK,True,True,PRICE_VARIANCE_WITHIN_TOLERANCE,CLEARED_WITHOUT_BLOCK,0.95,True,AUTO_RESOLVE,True,True,False,v1.0,,"Auto-resolved: class permitted, value within cap, evidence complete, not near a boundary.",3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",rules_sufficient
4507010384_00010,SEQUENCE_VIOLATION_INVOICE_BEFORE_GR,CLEARED_WITHOUT_BLOCK,9.0,0.0,vendorID_0742,,False,False,SEQUENCE_VIOLATION_INVOICE_BEFORE_GR,RESOLVED_WITHOUT_OBSERVED_PO_CORRECTION,0.66,False,HUMAN_APPROVAL,False,False,False,v1.0,AP Team Lead,Not auto-resolved: class tier is HUMAN_APPROVAL.,4,get_invoice|lookup_po|lookup_policy|lookup_goods_receipt,"MOCK MODE — deterministic stand-in, not a model output.",human_necessary
4507010589_00010,NO_EXCEPTION,CLEARED_WITHOUT_BLOCK,111637.0,0.0,vendorID_0939,CLEARED_WITHOUT_BLOCK,True,True,PRICE_VARIANCE_WITHIN_TOLERANCE,CLEARED_WITHOUT_BLOCK,0.95,True,ESCALATE,False,False,False,v1.0,Finance,Not auto-resolved: value circuit breaker.,3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",rules_sufficient
4507010801_00030,NO_EXCEPTION,CLEARED_WITHOUT_BLOCK,1065.0,0.0,vendorID_0178,CLEARED_WITHOUT_BLOCK,True,True,PRICE_VARIANCE_WITHIN_TOLERANCE,CLEARED_WITHOUT_BLOCK,0.95,True,AUTO_RESOLVE,True,True,False,v1.0,,"Auto-resolved: class permitted, value within cap, evidence complete, not near a boundary.",3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",rules_sufficient
4507010821_00010,NO_EXCEPTION,CLEARED_WITHOUT_BLOCK,1970.0,0.0,vendorID_1167,CLEARED_WITHOUT_BLOCK,True,True,PRICE_VARIANCE_WITHIN_TOLERANCE,CLEARED_WITHOUT_BLOCK,0.95,True,AUTO_RESOLVE,True,True,False,v1.0,,"Auto-resolved: class permitted, value within cap, evidence complete, not near a boundary.",3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",rules_sufficient
4507011293_00050,NO_EXCEPTION,CLEARED_WITHOUT_BLOCK,1953.0,0.0,vendorID_0106,CLEARED_WITHOUT_BLOCK,True,True,PRICE_VARIANCE_WITHIN_TOLERANCE,CLEARED_WITHOUT_BLOCK,0.95,True,AUTO_RESOLVE,True,True,False,v1.0,,"Auto-resolved: class permitted, value within cap, evidence complete, not near a boundary.",3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",rules_sufficient
4507011621_00001,PRICE_VARIANCE_OVER_TOLERANCE,CLEARED_WITHOUT_BLOCK,1700.0,100.0,vendorID_0470,,False,False,PRICE_VARIANCE_OVER_TOLERANCE,RESOLVED_WITHOUT_OBSERVED_PO_CORRECTION,0.69,False,HUMAN_APPROVAL,False,False,False,v1.0,Procurement,Not auto-resolved: class tier is HUMAN_APPROVAL.,4,get_invoice|lookup_po|lookup_policy|lookup_vendor_history,"MOCK MODE — deterministic stand-in, not a model output.",human_necessary
4507013302_00010,QUANTITY_VARIANCE,CLEARED_WITHOUT_BLOCK,5455.0,100.03667033370003,vendorID_0254,,False,False,PRICE_VARIANCE_OVER_TOLERANCE,RESOLVED_WITHOUT_OBSERVED_PO_CORRECTION,0.69,False,HUMAN_APPROVAL,False,False,False,v1.0,Procurement,Not auto-resolved: class tier is HUMAN_APPROVAL.,4,get_invoice|lookup_po|lookup_policy|lookup_vendor_history,"MOCK MODE — deterministic stand-in, not a model output.",human_necessary
4507013373_00010,MISSING_GOODS_RECEIPT,UNRESOLVED_IN_LOG,1219.0,,vendorID_0162,,False,False,MISSING_GOODS_RECEIPT,UNRESOLVED_IN_LOG,0.4,True,ESCALATE,False,False,False,v1.0,Procurement,Not auto-resolved: the agent could not assemble a complete evidence set.,3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",ai_added_value
4507013380_00070,NO_EXCEPTION,CLEARED_WITHOUT_BLOCK,969.0,0.0,vendorID_0583,CLEARED_WITHOUT_BLOCK,True,True,PRICE_VARIANCE_WITHIN_TOLERANCE,CLEARED_WITHOUT_BLOCK,0.95,True,AUTO_RESOLVE,True,True,False,v1.0,,"Auto-resolved: class permitted, value within cap, evidence complete, not near a boundary.",3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",rules_sufficient
4507013725_00020,NO_EXCEPTION,CLEARED_WITHOUT_BLOCK,77.0,0.0,vendorID_0127,CLEARED_WITHOUT_BLOCK,True,True,PRICE_VARIANCE_WITHIN_TOLERANCE,CLEARED_WITHOUT_BLOCK,0.95,True,AUTO_RESOLVE,True,True,False,v1.0,,"Auto-resolved: class permitted, value within cap, evidence complete, not near a boundary.",3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",rules_sufficient
4507014362_00010,NO_EXCEPTION,CLEARED_WITHOUT_BLOCK,11639.0,0.0,vendorID_0893,CLEARED_WITHOUT_BLOCK,True,True,PRICE_VARIANCE_WITHIN_TOLERANCE,CLEARED_WITHOUT_BLOCK,0.95,True,HUMAN_APPROVAL,False,False,False,v1.0,,Downgraded from AUTO_RESOLVE: value band.,3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",rules_sufficient
4507015325_00020,NO_EXCEPTION,CLEARED_WITHOUT_BLOCK,1243.0,0.0,vendorID_0127,CLEARED_WITHOUT_BLOCK,True,True,PRICE_VARIANCE_WITHIN_TOLERANCE,CLEARED_WITHOUT_BLOCK,0.95,True,AUTO_RESOLVE,True,True,False,v1.0,,"Auto-resolved: class permitted, value within cap, evidence complete, not near a boundary.",3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",rules_sufficient
4507015854_00140,NO_EXCEPTION,CLEARED_WITHOUT_BLOCK,318.0,0.0,vendorID_0378,CLEARED_WITHOUT_BLOCK,True,True,PRICE_VARIANCE_WITHIN_TOLERANCE,CLEARED_WITHOUT_BLOCK,0.95,True,AUTO_RESOLVE,True,True,False,v1.0,,"Auto-resolved: class permitted, value within cap, evidence complete, not near a boundary.",3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",rules_sufficient
4507016120_01470,NO_EXCEPTION,CLEARED_WITHOUT_BLOCK,365.0,0.0,vendorID_1327,CLEARED_WITHOUT_BLOCK,True,True,PRICE_VARIANCE_WITHIN_TOLERANCE,CLEARED_WITHOUT_BLOCK,0.95,True,AUTO_RESOLVE,True,True,False,v1.0,,"Auto-resolved: class permitted, value within cap, evidence complete, not near a boundary.",3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",rules_sufficient
4507016261_00120,NO_EXCEPTION,CLEARED_WITHOUT_BLOCK,2154.0,0.0,vendorID_0143,CLEARED_WITHOUT_BLOCK,True,True,PRICE_VARIANCE_WITHIN_TOLERANCE,CLEARED_WITHOUT_BLOCK,0.95,True,AUTO_RESOLVE,True,True,False,v1.0,,"Auto-resolved: class permitted, value within cap, evidence complete, not near a boundary.",3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",rules_sufficient
4507016379_00030,NO_EXCEPTION,CLEARED_WITHOUT_BLOCK,12826.0,0.0,vendorID_0147,CLEARED_WITHOUT_BLOCK,True,True,PRICE_VARIANCE_WITHIN_TOLERANCE,CLEARED_WITHOUT_BLOCK,0.95,True,HUMAN_APPROVAL,False,False,False,v1.0,,Downgraded from AUTO_RESOLVE: value band.,3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",rules_sufficient
4507017058_00060,NO_EXCEPTION,CLEARED_WITHOUT_BLOCK,1845.0,0.0,vendorID_0481,CLEARED_WITHOUT_BLOCK,True,True,PRICE_VARIANCE_WITHIN_TOLERANCE,CLEARED_WITHOUT_BLOCK,0.95,True,AUTO_RESOLVE,True,True,False,v1.0,,"Auto-resolved: class permitted, value within cap, evidence complete, not near a boundary.",3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",rules_sufficient
4507017143_00010,NO_EXCEPTION,CLEARED_WITHOUT_BLOCK,21304.0,0.0,vendorID_0251,CLEARED_WITHOUT_BLOCK,True,True,PRICE_VARIANCE_WITHIN_TOLERANCE,CLEARED_WITHOUT_BLOCK,0.95,True,HUMAN_APPROVAL,False,False,False,v1.0,,Downgraded from AUTO_RESOLVE: value band.,3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",rules_sufficient
4507018283_00300,NO_EXCEPTION,UNRESOLVED_IN_LOG,0.0,,vendorID_0188,,False,False,MISSING_GOODS_RECEIPT,UNRESOLVED_IN_LOG,0.4,True,ESCALATE,False,False,False,v1.0,Procurement,Not auto-resolved: the agent could not assemble a complete evidence set.,3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",ai_added_value
4507018405_00040,NO_EXCEPTION,UNRESOLVED_IN_LOG,0.0,,vendorID_0530,,False,False,MISSING_GOODS_RECEIPT,UNRESOLVED_IN_LOG,0.4,True,ESCALATE,False,False,False,v1.0,Procurement,Not auto-resolved: the agent could not assemble a complete evidence set.,3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",ai_added_value
4507019386_00350,NO_EXCEPTION,CLEARED_WITHOUT_BLOCK,654.0,0.0,vendorID_0524,CLEARED_WITHOUT_BLOCK,True,True,PRICE_VARIANCE_WITHIN_TOLERANCE,CLEARED_WITHOUT_BLOCK,0.95,True,AUTO_RESOLVE,True,True,False,v1.0,,"Auto-resolved: class permitted, value within cap, evidence complete, not near a boundary.",3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",rules_sufficient
4507020099_00060,NO_EXCEPTION,CLEARED_WITHOUT_BLOCK,865.0,0.0,vendorID_0192,CLEARED_WITHOUT_BLOCK,True,True,PRICE_VARIANCE_WITHIN_TOLERANCE,CLEARED_WITHOUT_BLOCK,0.95,True,AUTO_RESOLVE,True,True,False,v1.0,,"Auto-resolved: class permitted, value within cap, evidence complete, not near a boundary.",3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",rules_sufficient
4507020165_00020,NO_EXCEPTION,UNRESOLVED_IN_LOG,0.0,,vendorID_0458,,False,False,MISSING_GOODS_RECEIPT,UNRESOLVED_IN_LOG,0.4,True,ESCALATE,False,False,False,v1.0,Procurement,Not auto-resolved: the agent could not assemble a complete evidence set.,3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",ai_added_value
4507020330_00050,NO_EXCEPTION,CLEARED_WITHOUT_BLOCK,144.0,0.0,vendorID_0120,CLEARED_WITHOUT_BLOCK,True,True,PRICE_VARIANCE_WITHIN_TOLERANCE,CLEARED_WITHOUT_BLOCK,0.95,True,AUTO_RESOLVE,True,True,False,v1.0,,"Auto-resolved: class permitted, value within cap, evidence complete, not near a boundary.",3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",rules_sufficient
4507020443_00010,NO_EXCEPTION,CLEARED_WITHOUT_BLOCK,1344.0,0.0,vendorID_0171,CLEARED_WITHOUT_BLOCK,True,True,PRICE_VARIANCE_WITHIN_TOLERANCE,CLEARED_WITHOUT_BLOCK,0.95,True,AUTO_RESOLVE,True,True,False,v1.0,,"Auto-resolved: class permitted, value within cap, evidence complete, not near a boundary.",3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",rules_sufficient
4507021425_00090,NO_EXCEPTION,CLEARED_WITHOUT_BLOCK,1567.0,0.0,vendorID_0575,CLEARED_WITHOUT_BLOCK,True,True,PRICE_VARIANCE_WITHIN_TOLERANCE,CLEARED_WITHOUT_BLOCK,0.95,True,AUTO_RESOLVE,True,True,False,v1.0,,"Auto-resolved: class permitted, value within cap, evidence complete, not near a boundary.",3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",rules_sufficient
4507021478_00040,DUPLICATE_INVOICE_PATTERN,CLEARED_WITHOUT_BLOCK,517.0,0.0,vendorID_0152,,False,False,DUPLICATE_INVOICE_PATTERN,INVOICE_CANCELLED,0.62,False,ESCALATE,False,False,False,v1.0,AP Manager,Not auto-resolved: class tier is ESCALATE.,4,get_invoice|lookup_po|lookup_policy|check_duplicate_payment,"MOCK MODE — deterministic stand-in, not a model output.",human_necessary
4507021702_00040,NO_EXCEPTION,CLEARED_WITHOUT_BLOCK,282.0,0.0,vendorID_0122,CLEARED_WITHOUT_BLOCK,True,True,PRICE_VARIANCE_WITHIN_TOLERANCE,CLEARED_WITHOUT_BLOCK,0.95,True,AUTO_RESOLVE,True,True,False,v1.0,,"Auto-resolved: class permitted, value within cap, evidence complete, not near a boundary.",3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",rules_sufficient
